# pos[x], pos[y], pos[z], quat[w], quat[x], quat[y], quat[z]
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429480419017656e-01,7.488392306763932971e-02,6.082998791901726987e-01,1.886096745152918697e-01,5.178264967846789579e-01,8.026211809425611854e-01,2.282133865690422758e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429879980402745e-01,7.488395638786335407e-02,6.082999365819075077e-01,1.886097251408329067e-01,5.178265080254929043e-01,8.026211432823668890e-01,2.282134516730558171e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429477622525729e-01,7.488399015509721035e-02,6.082999172808822852e-01,1.886096643218853341e-01,5.178264576708137001e-01,8.026211921955381801e-01,2.282134441681641368e-01
5.210429811675088008e-01,7.488395774250593273e-02,6.082999080349652532e-01,1.886096922318458158e-01,5.178264830750700654e-01,8.026211652396009200e-01,2.282134582616422991e-01
5.210429811675088008e-01,7.488395774250593273e-02,6.082999080349652532e-01,1.886096922318458158e-01,5.178264830750700654e-01,8.026211652396009200e-01,2.282134582616422991e-01
